,AUC,Pos.vs.Neg.,Cutoff-Threshold,Sensitivity,Specificity,Test,p-value
adc_wavelet-LH_glrlm_RunLengthNonUniformityNormalized,0.5499162790697675,>,0.7014508603996722,0.5294117647058824,0.5293023255813953,mann-whitney U-test,0.0025554531339710613
dwi_original_glrlm_RunVariance,0.5499162790697675,<,1.495162207012889,0.5404651162790698,0.5411764705882354,mann-whitney U-test,0.0025554531339710613
dwi_wavelet-HH_firstorder_Entropy,0.5498823529411765,>,1.0398670988971297,0.5223529411764706,0.5190697674418605,mann-whitney U-test,0.002572790014847035
dwi_wavelet-HH_firstorder_Uniformity,0.5498692202462381,<,0.4959462099087748,0.5181395348837209,0.52,mann-whitney U-test,0.002579529988617681
dwi_logarithm_glcm_DifferenceAverage,0.5498637482900136,>,0.7859154460991503,0.5411764705882353,0.5413953488372093,mann-whitney U-test,0.0025823433238976114
dwi_wavelet2-HH_glcm_ClusterShade,0.5498199726402189,>,0.0111240775756629,0.5388235294117647,0.5386046511627907,mann-whitney U-test,0.002604949186924362
adc_wavelet-HH_gldm_LowGrayLevelEmphasis,0.5497652530779753,>,0.0149007164650527,0.5388235294117647,0.5386046511627907,mann-whitney U-test,0.0026334609031325
t2_log-sigma-2-mm-3D_glcm_DifferenceEntropy,0.5496886456908345,<,0.9638688832101432,0.5293023255813953,0.5317647058823529,mann-whitney U-test,0.0026738566686602314
adc_wavelet-HL_glszm_ZoneVariance,0.5496864569083447,<,27.63122014156153,0.5311627906976745,0.5317647058823529,mann-whitney U-test,0.0026750191102996646
dwi_log-sigma-0-6-mm-3D_firstorder_InterquartileRange,0.5496470588235294,>,9.358490943908691,0.5411764705882353,0.5413953488372093,mann-whitney U-test,0.0026960221917796826
adc_wavelet-HH_glrlm_LowGrayLevelRunEmphasis,0.5496404924760602,>,0.0153891984524893,0.5388235294117647,0.5404651162790698,mann-whitney U-test,0.0026995373200854114
adc_squareroot_glrlm_GrayLevelVariance,0.5496054719562243,>,16.27626393279662,0.5411764705882353,0.5395348837209302,mann-whitney U-test,0.0027183555004018293
t2_logarithm_gldm_GrayLevelVariance,0.5495616963064296,<,268.3900111025975,0.5283720930232558,0.5294117647058824,mann-whitney U-test,0.002742046750448868
t2_logarithm_firstorder_Variance,0.5495441860465116,<,38188.56251015255,0.5283720930232558,0.5294117647058824,mann-whitney U-test,0.002751575951897398
t2_wavelet-HL_firstorder_RootMeanSquared,0.5495266757865936,<,300.04915337260223,0.5367441860465116,0.5364705882352941,mann-whitney U-test,0.0027611353958924383
adc_wavelet-LH_firstorder_Minimum,0.549515731874145,>,-826.3653258471713,0.5458823529411765,0.547906976744186,mann-whitney U-test,0.0027671254437993354
adc_wavelet-HL_glszm_SmallAreaLowGrayLevelEmphasis,0.5494960328317373,>,0.0055058190065458,0.5270588235294118,0.5265116279069768,mann-whitney U-test,0.0027779374505119293
dwi_square_firstorder_Entropy,0.5494839945280439,>,1.3327047820891422,0.52,0.518139534883721,mann-whitney U-test,0.00278453153368884
t2_original_glrlm_ShortRunEmphasis,0.5494697674418605,<,0.7298662497003422,0.521860465116279,0.5223529411764706,mann-whitney U-test,0.002792413483047281
t2_original_glrlm_RunLengthNonUniformityNormalized,0.5494194254445964,<,0.4956228573251229,0.5227906976744187,0.5223529411764706,mann-whitney U-test,0.002820351944936762
dwi_wavelet2-HH_glcm_MaximumProbability,0.5494084815321477,<,0.2811475600931807,0.5293023255813953,0.5294117647058824,mann-whitney U-test,0.002826459199592764
dwi_wavelet-HH_glrlm_GrayLevelVariance,0.549338440492476,>,0.2683022539830541,0.5247058823529411,0.5265116279069768,mann-whitney U-test,0.0028658324371564656
t2_wavelet2-HH_ngtdm_Busyness,0.5492333789329684,<,690.2519515063069,0.5358139534883721,0.5364705882352941,mann-whitney U-test,0.0029258317674094535
adc_log-sigma-0-6-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,0.5491786593707251,<,126.46341490991848,0.5293023255813953,0.5294117647058824,mann-whitney U-test,0.002957533409673665
dwi_log-sigma-3-mm-3D_glcm_InverseVariance,0.5491523939808481,>,0.299535635021129,0.5411764705882353,0.5413953488372093,mann-whitney U-test,0.002972861253639388
adc_log-sigma-2-mm-3D_glrlm_RunLengthNonUniformityNormalized,0.5491502051983583,>,0.6150372040597003,0.5270588235294118,0.5274418604651163,mann-whitney U-test,0.00297414183998178
adc_wavelet-LH_glrlm_ShortRunEmphasis,0.5490451436388509,>,0.8602750111448453,0.5317647058823529,0.5302325581395348,mann-whitney U-test,0.0030362050845609075
dwi_wavelet2-HL_glcm_MaximumProbability,0.5490254445964432,<,0.2338928794588239,0.5479069767441861,0.548235294117647,mann-whitney U-test,0.0030479726177021042
dwi_wavelet-HH_glcm_DifferenceVariance,0.5489991792065663,>,0.2580109114228358,0.5223529411764706,0.5172093023255814,mann-whitney U-test,0.0030637273676492435
t2_log-sigma-3-mm-3D_firstorder_Kurtosis,0.5489926128590972,<,3.5326231588805594,0.5395348837209303,0.5388235294117647,mann-whitney U-test,0.0030676776418688007
adc_original_glcm_InverseVariance,0.5489488372093023,<,0.378699194350533,0.5265116279069767,0.5270588235294118,mann-whitney U-test,0.0030941317260447998
adc_wavelet2-HL_glcm_Imc2,0.5488984952120384,>,0.6914699101981122,0.5317647058823529,0.532093023255814,mann-whitney U-test,0.003124810970325668
t2_wavelet-HL_gldm_SmallDependenceEmphasis,0.5488897400820794,<,0.0931299593342798,0.521860465116279,0.52,mann-whitney U-test,0.003130174713669013
t2_wavelet-HH_glcm_MaximumProbability,0.5488700410396716,>,0.2608513421755404,0.5388235294117647,0.5395348837209302,mann-whitney U-test,0.0031422738378994106
t2_wavelet2-HL_firstorder_10Percentile,0.5488547195622435,>,-17.43527583110196,0.5223529411764706,0.5227906976744185,mann-whitney U-test,0.0031517137253969305
t2_logarithm_firstorder_InterquartileRange,0.5488131326949385,<,380.0103384852988,0.5265116279069767,0.5270588235294118,mann-whitney U-test,0.0031774667313346516
dwi_wavelet2-HL_gldm_DependenceNonUniformityNormalized,0.5487627906976744,>,0.1548218154972316,0.5364705882352941,0.5358139534883721,mann-whitney U-test,0.003208897965660216
t2_log-sigma-0-6-mm-3D_glcm_Contrast,0.5487365253077976,<,0.7802747030574537,0.5265116279069767,0.5270588235294118,mann-whitney U-test,0.003225409106022524
t2_log-sigma-0-6-mm-3D_glcm_ClusterProminence,0.5487102599179207,<,170.15478741234477,0.5358139534883721,0.5364705882352941,mann-whitney U-test,0.003241997624697012
dwi_wavelet-HH_gldm_GrayLevelVariance,0.5487004103967168,>,0.260339098868426,0.5247058823529411,0.5265116279069768,mann-whitney U-test,0.003248238031733254
dwi_logarithm_glrlm_RunLengthNonUniformity,0.5486774281805745,<,930.2594938965613,0.5348837209302325,0.5364705882352941,mann-whitney U-test,0.003262842574860836
adc_square_glcm_SumEntropy,0.5486248974008208,>,4.729840348896269,0.5317647058823529,0.5330232558139535,mann-whitney U-test,0.0032964485870486645
adc_log-sigma-2-mm-3D_glrlm_ShortRunEmphasis,0.5486248974008208,>,0.8115347349307755,0.5247058823529411,0.5255813953488372,mann-whitney U-test,0.0032964485870486645
dwi_wavelet-HH_glcm_MaximumProbability,0.548613953488372,<,0.2627811199879083,0.5330232558139535,0.5317647058823529,mann-whitney U-test,0.003303489401160339
adc_log-sigma-2-mm-3D_glrlm_LowGrayLevelRunEmphasis,0.5485701778385773,>,0.0095416320783481,0.5435294117647059,0.5404651162790698,mann-whitney U-test,0.0033317898446849877
adc_log-sigma-0-6-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,0.5485570451436388,<,25.69031454691802,0.5330232558139535,0.5317647058823529,mann-whitney U-test,0.003340322932275888
dwi_square_firstorder_Mean,0.5485482900136799,>,35.3525531704511,0.5247058823529411,0.5255813953488372,mann-whitney U-test,0.003346022709172304
adc_wavelet2-HL_glszm_LargeAreaEmphasis,0.5485439124487004,<,14.10915867944622,0.5265116279069767,0.5270588235294118,mann-whitney U-test,0.003348875917724017
adc_logarithm_gldm_DependenceVariance,0.548530779753762,<,3.793519088153377,0.5265116279069767,0.5270588235294118,mann-whitney U-test,0.003357448842027612
dwi_wavelet2-LL_firstorder_90Percentile,0.5485132694938442,>,743.1689356359128,0.5364705882352941,0.532093023255814,mann-whitney U-test,0.003368910494756205
t2_logarithm_glcm_SumSquares,0.5484870041039671,<,265.54782962731207,0.532093023255814,0.5294117647058824,mann-whitney U-test,0.0033861697870478935
dwi_wavelet-LH_glcm_InverseVariance,0.5484694938440492,<,0.4464577881807617,0.5255813953488372,0.5270588235294118,mann-whitney U-test,0.0033977206666988037
adc_log-sigma-2-mm-3D_glszm_LowGrayLevelZoneEmphasis,0.5484694938440492,>,0.0111834460480113,0.5364705882352941,0.5358139534883721,mann-whitney U-test,0.0033977206666988037
dwi_wavelet-HL_glcm_Idmn,0.548362243502052,>,0.9877652102983404,0.5388235294117647,0.5395348837209302,mann-whitney U-test,0.0034692560039594096
dwi_wavelet2-HL_firstorder_RobustMeanAbsoluteDeviation,0.5483403556771546,>,14.885983934213368,0.5364705882352941,0.5376744186046511,mann-whitney U-test,0.0034840224038614723
adc_wavelet-HH_glszm_SmallAreaHighGrayLevelEmphasis,0.5482987688098495,<,54.92623343293612,0.5274418604651163,0.5270588235294118,mann-whitney U-test,0.0035122362452919653
dwi_wavelet-HL_firstorder_RobustMeanAbsoluteDeviation,0.5482943912448701,>,9.66349677536317,0.5435294117647059,0.5395348837209302,mann-whitney U-test,0.003515218185046405
adc_wavelet-LH_glszm_HighGrayLevelZoneEmphasis,0.5482506155950753,<,213.486013986014,0.5488372093023256,0.548235294117647,mann-whitney U-test,0.0035451645332471443
t2_squareroot_firstorder_Minimum,0.5482418604651164,>,-204.21076415421857,0.5411764705882353,0.5404651162790698,mann-whitney U-test,0.003551181583090074
t2_wavelet2-LH_glcm_ClusterShade,0.548226538987688,>,-2.566286825211277,0.5411764705882353,0.5413953488372093,mann-whitney U-test,0.0035617337808380766
adc_wavelet2-LL_glcm_JointEnergy,0.5481980848153215,<,0.0009356683710487,0.5265116279069767,0.5247058823529411,mann-whitney U-test,0.0035814064283893427
t2_wavelet-HL_ngtdm_Contrast,0.5481980848153214,>,0.0032569971953355,0.5341176470588235,0.5348837209302326,mann-whitney U-test,0.0035814064283893427
adc_log-sigma-3-mm-3D_firstorder_Maximum,0.548193707250342,<,585.5988159179688,0.5451162790697675,0.5458823529411765,mann-whitney U-test,0.0035844417469992856
t2_logarithm_glrlm_GrayLevelVariance,0.5481718194254446,<,247.6754114447637,0.5404651162790698,0.5364705882352941,mann-whitney U-test,0.0035996534691961485
dwi_wavelet-HH_glcm_Imc1,0.5481652530779754,<,-0.0072233573481324,0.5246511627906977,0.5247058823529411,mann-whitney U-test,0.003604228422240451
t2_wavelet-HL_glrlm_ShortRunEmphasis,0.5481477428180574,<,0.5898871898884592,0.52,0.52,mann-whitney U-test,0.003616454163625072
dwi_wavelet2-LL_gldm_DependenceNonUniformityNormalized,0.5481389876880985,>,0.2628679858834113,0.5435294117647059,0.5441860465116279,mann-whitney U-test,0.003622581167345024
adc_log-sigma-2-mm-3D_gldm_LowGrayLevelEmphasis,0.5480974008207935,>,0.0091195184084188,0.5388235294117647,0.5395348837209302,mann-whitney U-test,0.0036518135565983562
dwi_wavelet2-LL_glrlm_LongRunEmphasis,0.548058002735978,<,1.6962349858429124,0.546046511627907,0.5435294117647058,mann-whitney U-test,0.0036797050984018922
dwi_wavelet2-LL_glszm_HighGrayLevelZoneEmphasis,0.5480558139534883,>,394.2703917790623,0.5364705882352941,0.5367441860465116,mann-whitney U-test,0.0036812602928259787
dwi_wavelet-HH_firstorder_Mean,0.5480470588235293,>,0.0371145002418992,0.5247058823529411,0.5246511627906977,mann-whitney U-test,0.0036874870484657485
adc_wavelet2-HH_glszm_HighGrayLevelZoneEmphasis,0.548,<,44.72744503411676,0.5255813953488372,0.5247058823529411,mann-whitney U-test,0.00372112019077974
adc_logarithm_gldm_LowGrayLevelEmphasis,0.5479857729138167,>,0.0027179832486331,0.5317647058823529,0.532093023255814,mann-whitney U-test,0.0037313431495175345
t2_exponential_firstorder_Maximum,0.5479025991792066,<,101.63098982478937,0.5469767441860465,0.5458823529411765,mann-whitney U-test,0.003791620541601071
t2_wavelet2-HL_glcm_DifferenceAverage,0.5478960328317374,<,0.8658937112660781,0.5293023255813953,0.5317647058823529,mann-whitney U-test,0.003796416767091431
dwi_wavelet2-HH_firstorder_Minimum,0.5478281805745554,<,-46.26420295173202,0.5386046511627907,0.5364705882352941,mann-whitney U-test,0.0038463015782708426
t2_exponential_firstorder_Range,0.5478259917920657,<,101.6114225838988,0.5451162790697675,0.5458823529411765,mann-whitney U-test,0.003847920635623348
t2_log-sigma-2-mm-3D_glcm_Contrast,0.5477975376196991,<,0.3524147407628721,0.5311627906976745,0.5294117647058824,mann-whitney U-test,0.0038690248002968327
dwi_wavelet2-LH_ngtdm_Contrast,0.5477887824897401,>,0.0119809146163407,0.5388235294117647,0.5395348837209302,mann-whitney U-test,0.003875539511685717
dwi_wavelet2-HH_glcm_Idmn,0.5477274965800274,>,0.973442959732687,0.5411764705882353,0.5413953488372093,mann-whitney U-test,0.003921422215959005
t2_wavelet-HL_glrlm_RunLengthNonUniformityNormalized,0.5476946648426813,<,0.3530282970226771,0.5255813953488372,0.5247058823529411,mann-whitney U-test,0.0039462046631561125
t2_log-sigma-0-6-mm-3D_gldm_LargeDependenceEmphasis,0.547688098495212,>,31.417592640446536,0.5152941176470588,0.5144186046511627,mann-whitney U-test,0.003951178187367507
adc_wavelet2-HH_firstorder_Minimum,0.5476399452804378,>,-324.7987007293949,0.5247058823529411,0.5237209302325581,mann-whitney U-test,0.003987824978206159
adc_squareroot_gldm_LargeDependenceHighGrayLevelEmphasis,0.5476224350205199,<,6403.975322490185,0.5376744186046511,0.5388235294117647,mann-whitney U-test,0.004001227414285104
adc_logarithm_glszm_GrayLevelNonUniformityNormalized,0.5475742818057455,<,0.1429154004509361,0.5413953488372093,0.5411764705882354,mann-whitney U-test,0.004038295243682723
adc_square_firstorder_Entropy,0.54753707250342,>,3.8502172274851234,0.5223529411764706,0.5246511627906977,mann-whitney U-test,0.004067151770898345
adc_wavelet2-LL_glcm_MCC,0.5463507523939809,>,0.8738766655291402,0.5270588235294118,0.5302325581395348,t-test,0.004142412161214146
adc_log-sigma-3-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,0.5474145006839946,>,0.008799221497685,0.5435294117647059,0.5432558139534884,mann-whitney U-test,0.004163537157433848
dwi_wavelet-HH_firstorder_RobustMeanAbsoluteDeviation,0.5474079343365253,>,4.183156502964064,0.5317647058823529,0.5311627906976744,mann-whitney U-test,0.004168758672779398
adc_wavelet-LH_gldm_SmallDependenceEmphasis,0.5473816689466485,>,0.3738010676221475,0.5270588235294118,0.5274418604651163,mann-whitney U-test,0.004189704196237981
dwi_square_glrlm_LowGrayLevelRunEmphasis,0.5473696306429549,<,0.5434478444207451,0.5227906976744187,0.5223529411764706,mann-whitney U-test,0.004199291243371569
t2_log-sigma-0-6-mm-3D_glrlm_GrayLevelVariance,0.5473532147742819,<,2.061243723816588,0.5265116279069767,0.5270588235294118,mann-whitney U-test,0.004212502876023418
adc_wavelet2-LH_ngtdm_Strength,0.547300683994528,>,1.0699514628654612,0.5388235294117647,0.5367441860465116,mann-whitney U-test,0.004254888607625437
dwi_wavelet-HH_gldm_SmallDependenceHighGrayLevelEmphasis,0.5472547195622436,>,0.4737660432961702,0.52,0.5209302325581395,mann-whitney U-test,0.0042922930033828365
t2_wavelet2-HL_glcm_DifferenceEntropy,0.5472459644322846,<,1.689193033497462,0.5330232558139535,0.5317647058823529,mann-whitney U-test,0.0042994513646291725
t2_logarithm_glcm_Imc2,0.5472437756497948,>,0.98097316484083,0.5388235294117647,0.5386046511627907,mann-whitney U-test,0.00430124264551012
t2_logarithm_glcm_InverseVariance,0.5472065663474692,>,0.3514803372229351,0.5294117647058824,0.532093023255814,mann-whitney U-test,0.0043317981350977
t2_log-sigma-2-mm-3D_gldm_DependenceVariance,0.5472043775649795,<,3.85366840469066,0.5386046511627907,0.5388235294117647,mann-whitney U-test,0.004333601630507923
adc_original_glcm_Idm,0.5471824897400821,<,0.3914045746532528,0.5302325581395348,0.5294117647058824,mann-whitney U-test,0.004351674061520458
t2_original_ngtdm_Contrast,0.5471190150478796,>,0.0207583372889976,0.5294117647058824,0.5293023255813953,mann-whitney U-test,0.004404471146713584
dwi_log-sigma-0-6-mm-3D_glrlm_RunEntropy,0.5471058823529411,>,3.1360401061746725,0.5341176470588235,0.5330232558139535,mann-whitney U-test,0.0044154669020455475
t2_wavelet2-LH_glszm_GrayLevelVariance,0.5470971272229823,<,4.445197968783059,0.5358139534883721,0.5364705882352941,mann-whitney U-test,0.004422811221033878
t2_wavelet-HL_glszm_SizeZoneNonUniformityNormalized,0.5470883720930232,<,0.1922299973867704,0.5367441860465116,0.5364705882352941,mann-whitney U-test,0.004430166609406675
dwi_wavelet2-LH_glszm_LargeAreaHighGrayLevelEmphasis,0.5470511627906978,<,12583.992358078604,0.5469767441860465,0.5458823529411765,mann-whitney U-test,0.004461550842943023
t2_log-sigma-0-6-mm-3D_glrlm_RunVariance,0.5470161422708618,>,3.320262553169739,0.5176470588235295,0.5134883720930232,mann-whitney U-test,0.004491272839572176
adc_wavelet-HL_glszm_LargeAreaEmphasis,0.546922024623803,<,36.8980198019802,0.5293023255813953,0.5294117647058824,mann-whitney U-test,0.004572041712890247
dwi_log-sigma-0-6-mm-3D_glcm_Contrast,0.546922024623803,>,0.4495167497124342,0.5247058823529411,0.5255813953488372,mann-whitney U-test,0.004572041712890247
t2_log-sigma-0-6-mm-3D_glrlm_RunPercentage,0.5468629274965799,<,0.4727505341739429,0.5190697674418605,0.5176470588235293,mann-whitney U-test,0.004623427118306243
adc_wavelet-LH_glcm_SumAverage,0.5468607387140902,<,28.72144317490914,0.5506976744186046,0.5529411764705883,mann-whitney U-test,0.004625340285745485
adc_wavelet-LH_glcm_JointAverage,0.5468607387140902,<,14.360721587454574,0.5506976744186046,0.5529411764705883,mann-whitney U-test,0.004625340285745485
t2_squareroot_glcm_Idn,0.5468563611491108,>,0.9589937958705044,0.5364705882352941,0.5367441860465116,mann-whitney U-test,0.004629168771436723
t2_logarithm_firstorder_RootMeanSquared,0.5468300957592339,<,380.84244029917215,0.5395348837209303,0.5388235294117647,mann-whitney U-test,0.004652200007170396
adc_logarithm_glrlm_LowGrayLevelRunEmphasis,0.5468235294117647,>,0.0030654653417174,0.5317647058823529,0.5311627906976744,mann-whitney U-test,0.004657974003709415
t2_square_firstorder_Entropy,0.5468147742818057,>,1.4380224228884106,0.5341176470588235,0.533953488372093,mann-whitney U-test,0.004665682758967833
t2_log-sigma-0-6-mm-3D_glcm_DifferenceVariance,0.5467885088919289,<,0.4695532353387306,0.5246511627906977,0.5247058823529411,mann-whitney U-test,0.004688878379039533
dwi_wavelet2-LL_glszm_LargeAreaEmphasis,0.546770998632011,<,8.276734380988884,0.5358139534883721,0.5388235294117647,mann-whitney U-test,0.004704400072578003
t2_log-sigma-0-6-mm-3D_glrlm_LongRunEmphasis,0.5467644322845417,>,7.95213650401049,0.5129411764705882,0.5116279069767442,mann-whitney U-test,0.004710232689201569
dwi_exponential_glcm_Correlation,0.5465455540355677,>,0.5181014982498762,0.5505882352941176,0.5506976744186047,mann-whitney U-test,0.004738373538597477
dwi_original_firstorder_InterquartileRange,0.5467075239398085,>,72.60058167535749,0.5364705882352941,0.5367441860465116,mann-whitney U-test,0.004761056900282922
dwi_wavelet2-HH_glcm_Idn,0.5466265389876881,>,0.9102530893648196,0.5388235294117647,0.5358139534883721,mann-whitney U-test,0.004834239550714096
adc_wavelet-LH_glrlm_HighGrayLevelRunEmphasis,0.5465980848153215,<,212.3664812421121,0.5469767441860465,0.5435294117647058,mann-whitney U-test,0.00486019301855343
t2_wavelet2-LH_ngtdm_Strength,0.5465958960328317,>,0.0440463531610811,0.548235294117647,0.547906976744186,mann-whitney U-test,0.004862194651037354
dwi_wavelet2-LL_gldm_LargeDependenceEmphasis,0.5465783857729138,<,6.730183139941284,0.5376744186046511,0.5388235294117647,mann-whitney U-test,0.004878234578930134
adc_squareroot_glcm_DifferenceEntropy,0.5465608755129958,>,2.4163427152187564,0.5317647058823529,0.5348837209302326,mann-whitney U-test,0.004894322360374408
t2_original_gldm_SmallDependenceEmphasis,0.5465389876880985,<,0.1759971527106922,0.5162790697674419,0.52,mann-whitney U-test,0.004914499571227894
t2_logarithm_glcm_ClusterTendency,0.5465105335157319,<,1018.0549901741772,0.5283720930232558,0.5270588235294118,mann-whitney U-test,0.004940842421100119
t2_square_firstorder_Mean,0.5464820793433652,>,11.354994527116611,0.5435294117647059,0.546046511627907,mann-whitney U-test,0.004967312914182565
t2_logarithm_firstorder_MeanAbsoluteDeviation,0.546466757865937,<,178.74368580243123,0.532093023255814,0.5317647058823529,mann-whitney U-test,0.004981619315704093
dwi_wavelet-HH_glrlm_LongRunLowGrayLevelEmphasis,0.546458002735978,<,0.8297471759958024,0.5367441860465116,0.5364705882352941,mann-whitney U-test,0.004989811121336525
adc_wavelet2-LL_glszm_ZoneEntropy,0.5464470588235294,>,6.900006333356927,0.5152941176470588,0.5153488372093022,mann-whitney U-test,0.0050000680070065
adc_wavelet-LH_glcm_Autocorrelation,0.54644268125855,<,207.38814892291103,0.5553488372093023,0.5552941176470588,mann-whitney U-test,0.005004176096520552
dwi_wavelet2-LL_firstorder_Uniformity,0.5464383036935705,<,0.0520749155987908,0.5469767441860465,0.5411764705882354,mann-whitney U-test,0.005008287237712939
dwi_wavelet-HL_firstorder_InterquartileRange,0.5463441860465117,>,22.85510978411484,0.5411764705882353,0.5404651162790698,mann-whitney U-test,0.005097418657683118
dwi_wavelet2-HL_firstorder_InterquartileRange,0.5463419972640219,>,35.119008355585834,0.5388235294117647,0.5376744186046511,mann-whitney U-test,0.005099508435060628
adc_wavelet2-HH_glrlm_RunPercentage,0.5463288645690834,>,0.5858728776665215,0.5364705882352941,0.5376744186046511,mann-whitney U-test,0.005112063369747742
adc_log-sigma-3-mm-3D_gldm_SmallDependenceEmphasis,0.5463025991792065,>,0.2304610849615133,0.5341176470588235,0.533953488372093,mann-whitney U-test,0.0051372570870496055
adc_log-sigma-2-mm-3D_firstorder_InterquartileRange,0.5462785225718194,>,176.01987075805664,0.5223529411764706,0.5246511627906977,mann-whitney U-test,0.005160449845831272
adc_wavelet2-LH_firstorder_InterquartileRange,0.5461865937072503,>,216.78872633769075,0.5294117647058824,0.5302325581395348,mann-whitney U-test,0.005249876903157991
adc_logarithm_gldm_LargeDependenceHighGrayLevelEmphasis,0.5461844049247606,<,8893.362683438156,0.5348837209302325,0.5341176470588236,mann-whitney U-test,0.005252023078597916
dwi_original_glcm_JointEnergy,0.5461668946648427,<,0.0675024728316059,0.5311627906976745,0.5341176470588236,mann-whitney U-test,0.005269221035639286
t2_wavelet-LH_glcm_ClusterShade,0.5461428180574556,>,-0.4265604126236225,0.5388235294117647,0.5423255813953488,mann-whitney U-test,0.005292951289097783
t2_log-sigma-2-mm-3D_glszm_SizeZoneNonUniformityNormalized,0.5461242134062927,<,0.0383185441025987,0.5423255813953488,0.5435294117647058,mann-whitney U-test,0.005311354330725724
t2_squareroot_firstorder_90Percentile,0.5461143638850889,<,182.378865225627,0.5358139534883721,0.5364705882352941,mann-whitney U-test,0.0053211205578051896
adc_wavelet-HH_glszm_LowGrayLevelZoneEmphasis,0.5461099863201094,>,0.0188978013507715,0.5388235294117647,0.5367441860465116,mann-whitney U-test,0.0053254662886307105
adc_log-sigma-3-mm-3D_firstorder_InterquartileRange,0.5460990424076606,>,209.58771896362305,0.5270588235294118,0.5265116279069768,mann-whitney U-test,0.005336344642401132
adc_wavelet2-HH_gldm_LargeDependenceEmphasis,0.5460596443228454,<,21.56871678056188,0.5376744186046511,0.5388235294117647,mann-whitney U-test,0.005375673076522935
dwi_wavelet-HH_firstorder_InterquartileRange,0.5460421340629275,>,9.982573772739748,0.5317647058823529,0.5330232558139535,mann-whitney U-test,0.005393236240294901
dwi_wavelet-HH_glszm_GrayLevelNonUniformity,0.5460213406292749,<,38.24102564102565,0.5386046511627907,0.5388235294117647,mann-whitney U-test,0.005414150254088964
adc_wavelet-LH_gldm_HighGrayLevelEmphasis,0.545996169630643,<,212.37902422834384,0.5479069767441861,0.548235294117647,mann-whitney U-test,0.005439586313242835
t2_square_gldm_LargeDependenceHighGrayLevelEmphasis,0.5459611491108072,>,129.7040739873566,0.5247058823529411,0.5246511627906977,mann-whitney U-test,0.005475141689654912
t2_wavelet-HL_glrlm_RunEntropy,0.546466757865937,<,3.894402044339516,0.532093023255814,0.5294117647058824,t-test,0.005496868607565647
adc_original_gldm_DependenceVariance,0.5458889192886457,<,1.462182116515567,0.5395348837209303,0.5388235294117647,mann-whitney U-test,0.005549137955794051
adc_wavelet2-LH_glszm_SmallAreaHighGrayLevelEmphasis,0.5458320109439125,<,242.74199709701955,0.5413953488372093,0.5411764705882354,mann-whitney U-test,0.005608072346127989
t2_log-sigma-0-6-mm-3D_glrlm_ShortRunEmphasis,0.5458210670314637,<,0.5852320824807675,0.5227906976744187,0.5223529411764706,mann-whitney U-test,0.005619470411891222
adc_wavelet2-HL_gldm_LargeDependenceHighGrayLevelEmphasis,0.5457991792065664,<,2379.9585671126456,0.5237209302325582,0.5223529411764706,mann-whitney U-test,0.005642329263442554
dwi_wavelet2-HL_glcm_Imc1,0.5457948016415869,<,-0.1277507921145968,0.5330232558139535,0.5341176470588236,mann-whitney U-test,0.005646911087081436
adc_original_glcm_Id,0.5457926128590971,<,0.4605947294358233,0.5227906976744187,0.5223529411764706,mann-whitney U-test,0.0056492032573014425
adc_wavelet-HH_glrlm_LongRunEmphasis,0.5457838577291381,<,3.386011470933337,0.5237209302325582,0.5223529411764706,mann-whitney U-test,0.005658380333751874
dwi_wavelet-LH_glszm_SmallAreaEmphasis,0.5457554035567715,>,0.4416193870200506,0.5247058823529411,0.5255813953488372,mann-whitney U-test,0.005688298780607123
dwi_logarithm_gldm_DependenceVariance,0.5456787961696307,<,4.138081260399352,0.5293023255813953,0.5294117647058824,mann-whitney U-test,0.0057695589289521645
adc_log-sigma-0-6-mm-3D_glcm_Idmn,0.5456766073871409,<,0.9904637825888876,0.5274418604651163,0.5270588235294118,mann-whitney U-test,0.0057718959513014334
t2_square_ngtdm_Complexity,0.5456766073871409,<,43.21806194217063,0.5367441860465116,0.5388235294117647,mann-whitney U-test,0.0057718959513014334
t2_wavelet-HL_glszm_SmallAreaEmphasis,0.5456744186046512,<,0.4305337393581654,0.533953488372093,0.5341176470588236,mann-whitney U-test,0.00577423382719517
dwi_logarithm_firstorder_Maximum,0.5456722298221615,>,575.4366659494073,0.5270588235294118,0.5283720930232558,mann-whitney U-test,0.005776572556904186
t2_exponential_firstorder_Skewness,0.5456722298221615,<,7.233370138978669,0.5367441860465116,0.5364705882352941,mann-whitney U-test,0.005776572556904186
adc_wavelet-LH_firstorder_90Percentile,0.545667852257182,>,147.8902213910709,0.5364705882352941,0.5376744186046511,mann-whitney U-test,0.005781252578851624
t2_wavelet-LH_glrlm_GrayLevelVariance,0.5456481532147742,<,1.040727261961217,0.5265116279069767,0.5270588235294118,mann-whitney U-test,0.005802355013033143
adc_squareroot_glrlm_LongRunHighGrayLevelEmphasis,0.5456087551299589,<,1557.9124819998,0.5358139534883721,0.5364705882352941,mann-whitney U-test,0.00584476834789983
adc_log-sigma-3-mm-3D_glcm_JointEnergy,0.5455890560875513,<,0.0253924960779068,0.5265116279069767,0.5270588235294118,mann-whitney U-test,0.005866079645598102
